At İsmi,Koşu,Çıktı,Son Mesafe,Son Pist,Son Kilo,Kilo,Son Hipodrom,At No,At ID,Stil Etiketi,Stil Etiketi 2,Stil Aciklama,Yaris Stili,Son Kosu Zemin Durumu,Birinciden 5sn+,Birinciden Fark Sn,At Profili,Eslesme
LOVE WAY,,5.90,1200,Çim,54,52.9,İzmir,8,99598,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %77, onde %23.",0/13 (0%) | 0/13 (0%) | 10/13 (77%) | 3/13 (23%),"Hafif Çim (3,6)",,0.00,https://yenibeygir.com/at/99598/love-way,bulundu
GUTSHOT,,5.91,1900,Çim,53,62,İzmir,3,90913,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %7, arka-grup %40, on-grup %49, onde %4.",3/45 (7%) | 18/45 (40%) | 22/45 (49%) | 2/45 (4%),,,0.00,https://yenibeygir.com/at/90913/gutshot,bulundu
THUNDER JEST,,5.91,1400,Kum,53,53.5,İzmir,7,86973,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %32, arka-grup %34, on-grup %33, onde %2.",29/92 (32%) | 31/92 (34%) | 30/92 (33%) | 2/92 (2%),,,0.38,https://yenibeygir.com/at/86973/thunder-jest,bulundu
TIZ A ROCKET,,5.94,1300,Çim,54,55.5,İzmir,11,100515,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %14, arka-grup %21, on-grup %64, onde %0.",2/14 (14%) | 3/14 (21%) | 9/14 (64%) | 0/14 (0%),,,0.05,https://yenibeygir.com/at/100515/tiz-a-rocket,bulundu
MİRALAYIM,,5.96,1200,Sentetik,57,59,Antalya,10,96008,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %6, arka-grup %9, on-grup %66, onde %20.",2/35 (6%) | 3/35 (9%) | 23/35 (66%) | 7/35 (20%),,,1.75,https://yenibeygir.com/at/96008/miralayim,bulundu
DARK CLOUD,,5.97,1800,Çim,52,53.1,İzmir,9,98600,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %18, on-grup %68, onde %14.",0/22 (0%) | 4/22 (18%) | 15/22 (68%) | 3/22 (14%),,,0.00,https://yenibeygir.com/at/98600/dark-cloud,bulundu
MUĞLALI ADNAN,,5.98,1400,Kum,59,53.1,İzmir,1,95521,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %11, arka-grup %16, on-grup %74, onde %0.",4/38 (11%) | 6/38 (16%) | 28/38 (74%) | 0/38 (0%),,,0.40,https://yenibeygir.com/at/95521/muglali-adnan,bulundu
DUYARLI,,5.99,1400,Kum,58,60,İzmir,2,99906,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %13, on-grup %43, onde %43.",0/23 (0%) | 3/23 (13%) | 10/23 (43%) | 10/23 (43%),Nem,,1.39,https://yenibeygir.com/at/99906/duyarli,bulundu
KEEN EYE,,6.00,1200,Sentetik,57,59,Antalya,12,91843,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %3, arka-grup %21, on-grup %58, onde %18.",1/38 (3%) | 8/38 (21%) | 22/38 (58%) | 7/38 (18%),,,2.32,https://yenibeygir.com/at/91843/keen-eye,bulundu
BEULIEU,,6.02,1400,Kum,55,54.7,İzmir,6,90721,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %2, arka-grup %12, on-grup %66, onde %20.",1/41 (2%) | 5/41 (12%) | 27/41 (66%) | 8/41 (20%),,,1.83,https://yenibeygir.com/at/90721/beulieu,bulundu
BORN FOR GLORY,,6.05,1400,Kum,56,55.7,İzmir,4,98635,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %5, arka-grup %18, on-grup %45, onde %32.",1/22 (5%) | 4/22 (18%) | 10/22 (45%) | 7/22 (32%),,,2.30,https://yenibeygir.com/at/98635/born-for-glory,bulundu
MEDGIDIA,,6.10,1400,Kum,54,50.5,İzmir,13,98555,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %6, arka-grup %24, on-grup %59, onde %12.",1/17 (6%) | 4/17 (24%) | 10/17 (59%) | 2/17 (12%),,,2.13,https://yenibeygir.com/at/98555/medgidia,bulundu
ENTITY,,6.12,1700,Çim,54,53,İzmir,14,99941,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %8, on-grup %33, onde %58.",0/12 (0%) | 1/12 (8%) | 4/12 (33%) | 7/12 (58%),,,1.17,https://yenibeygir.com/at/99941/entity,bulundu
