at_no,at_adi,stil_etiketi,stil_etiketi_2,stil_aciklama,yaris_stili,yaris_stili_1,yaris_stili_2,yaris_stili_3,yaris_stili_4,son_kosu_zemin_durumu,birinciden_5sn_fazla,birinciden_fark_sn,at_profili,at_id
9,MARION,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %23, arka-grup %68, on-grup %9, onde %0.",5/22 (23%) | 15/22 (68%) | 2/22 (9%) | 0/22 (0%),5/22 (23%),15/22 (68%),2/22 (9%),0/22 (0%),,,2.00,https://yenibeygir.com/at/99837/marion,99837
10,SMART ELA,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %6, arka-grup %6, on-grup %55, onde %32.",2/31 (6%) | 2/31 (6%) | 17/31 (55%) | 10/31 (32%),2/31 (6%),2/31 (6%),17/31 (55%),10/31 (32%),,X,6.03,https://yenibeygir.com/at/100306/smart-ela,100306
11,RODYUM,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %27, arka-grup %33, on-grup %40, onde %0.",4/15 (27%) | 5/15 (33%) | 6/15 (40%) | 0/15 (0%),4/15 (27%),5/15 (33%),6/15 (40%),0/15 (0%),Nem,,2.77,https://yenibeygir.com/at/99820/rodyum,99820
1,SHAWSHANK,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %33, on-grup %50, onde %0.",1/6 (17%) | 2/6 (33%) | 3/6 (50%) | 0/6 (0%),1/6 (17%),2/6 (33%),3/6 (50%),0/6 (0%),,,0.89,https://yenibeygir.com/at/105351/shawshank,105351
2,ANGEL ON THE WING,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %12, on-grup %50, onde %38.",0/8 (0%) | 1/8 (12%) | 4/8 (50%) | 3/8 (38%),0/8 (0%),1/8 (12%),4/8 (50%),3/8 (38%),Sulu,,0.08,https://yenibeygir.com/at/104503/angel-on-the-wing,104503
3,MY BOY GÖKSU,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %44, arka-grup %44, on-grup %11, onde %0.",4/9 (44%) | 4/9 (44%) | 1/9 (11%) | 0/9 (0%),4/9 (44%),4/9 (44%),1/9 (11%),0/9 (0%),,,0.00,https://yenibeygir.com/at/103279/my-boy-goksu,103279
4,NINE TREES,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %8, arka-grup %50, on-grup %42, onde %0.",1/12 (8%) | 6/12 (50%) | 5/12 (42%) | 0/12 (0%),1/12 (8%),6/12 (50%),5/12 (42%),0/12 (0%),,,3.57,https://yenibeygir.com/at/101627/nine-trees,101627
5,ORGANIZATION,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/8 (0%) | 0/8 (0%) | 8/8 (100%) | 0/8 (0%),0/8 (0%),0/8 (0%),8/8 (100%),0/8 (0%),,,3.71,https://yenibeygir.com/at/102983/organization,102983
6,STEEL STRONG,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %17, on-grup %50, onde %0.",2/6 (33%) | 1/6 (17%) | 3/6 (50%) | 0/6 (0%),2/6 (33%),1/6 (17%),3/6 (50%),0/6 (0%),Sulu,,1.32,https://yenibeygir.com/at/103650/steel-strong,103650
7,BEYOND THE FIRE,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %14, arka-grup %14, on-grup %71, onde %0.",1/7 (14%) | 1/7 (14%) | 5/7 (71%) | 0/7 (0%),1/7 (14%),1/7 (14%),5/7 (71%),0/7 (0%),,,0.78,https://yenibeygir.com/at/104009/beyond-the-fire,104009
8,IŞILS A MELİNA,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %60, on-grup %40, onde %0.",0/5 (0%) | 3/5 (60%) | 2/5 (40%) | 0/5 (0%),0/5 (0%),3/5 (60%),2/5 (40%),0/5 (0%),,,3.62,https://yenibeygir.com/at/103862/isils-a-melina,103862
9,RECUERDAME,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %27, arka-grup %40, on-grup %27, onde %7.",4/15 (27%) | 6/15 (40%) | 4/15 (27%) | 1/15 (7%),4/15 (27%),6/15 (40%),4/15 (27%),1/15 (7%),"Ağır Çim (5,3)",,1.66,https://yenibeygir.com/at/102205/recuerdame,102205
10,THE JAZZ SINGER,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %50, on-grup %50, onde %0.",0/10 (0%) | 5/10 (50%) | 5/10 (50%) | 0/10 (0%),0/10 (0%),5/10 (50%),5/10 (50%),0/10 (0%),,,2.14,https://yenibeygir.com/at/102265/the-jazz-singer,102265
1,ANTIGONIA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106683/antigonia,106683
2,ENAPAY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106247/enapay,106247
3,KÖSTENCELİ BEY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106484/kostenceli-bey,106484
4,POURING,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105940/pouring,105940
5,RULER MAN,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106468/ruler-man,106468
6,DUM SPIRO SPERO,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105805/dum-spiro-spero,105805
7,HOLD ON TO LIFE,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106386/hold-on-to-life,106386
8,LO SIENTO BB,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105593/lo-siento-bb,105593
9,NALDÖKEN,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/107092/naldoken,107092
10,SUGAR STORM,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106324/sugar-storm,106324
1,ŞİMŞEKKIRAN,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %25, on-grup %64, onde %4.",2/28 (7%) | 7/28 (25%) | 18/28 (64%) | 1/28 (4%),2/28 (7%),7/28 (25%),18/28 (64%),1/28 (4%),,,1.25,https://yenibeygir.com/at/101539/simsekkiran,101539
2,DEMİRHAN TAYI,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %50, on-grup %50, onde %0.",0/14 (0%) | 7/14 (50%) | 7/14 (50%) | 0/14 (0%),0/14 (0%),7/14 (50%),7/14 (50%),0/14 (0%),Nem,,1.72,https://yenibeygir.com/at/103003/demirhan-tayi,103003
3,TERCAN HAN,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %59, arka-grup %24, on-grup %18, onde %0.",10/17 (59%) | 4/17 (24%) | 3/17 (18%) | 0/17 (0%),10/17 (59%),4/17 (24%),3/17 (18%),0/17 (0%),,,1.38,https://yenibeygir.com/at/104047/tercan-han,104047
4,FİKRET ABİ,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %20, arka-grup %40, on-grup %40, onde %0.",2/10 (20%) | 4/10 (40%) | 4/10 (40%) | 0/10 (0%),2/10 (20%),4/10 (40%),4/10 (40%),0/10 (0%),Sulu,,1.61,https://yenibeygir.com/at/102700/fikret-abi,102700
5,CEBELTUNA,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %11, on-grup %89, onde %0.",0/9 (0%) | 1/9 (11%) | 8/9 (89%) | 0/9 (0%),0/9 (0%),1/9 (11%),8/9 (89%),0/9 (0%),,,1.97,https://yenibeygir.com/at/104666/cebeltuna,104666
6,EYBERK,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %14, arka-grup %57, on-grup %29, onde %0.",2/14 (14%) | 8/14 (57%) | 4/14 (29%) | 0/14 (0%),2/14 (14%),8/14 (57%),4/14 (29%),0/14 (0%),,,4.39,https://yenibeygir.com/at/103101/eyberk,103101
7,GÜLEYCANOĞLU,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %13, on-grup %80, onde %0.",1/15 (7%) | 2/15 (13%) | 12/15 (80%) | 0/15 (0%),1/15 (7%),2/15 (13%),12/15 (80%),0/15 (0%),,X,18.07,https://yenibeygir.com/at/102289/guleycanoglu,102289
8,GÜRGÖKBEY,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %40, arka-grup %27, on-grup %33, onde %0.",6/15 (40%) | 4/15 (27%) | 5/15 (33%) | 0/15 (0%),6/15 (40%),4/15 (27%),5/15 (33%),0/15 (0%),,,1.36,https://yenibeygir.com/at/101471/gurgokbey,101471
9,SANCAR EFESİ,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %21, arka-grup %42, on-grup %37, onde %0.",4/19 (21%) | 8/19 (42%) | 7/19 (37%) | 0/19 (0%),4/19 (21%),8/19 (42%),7/19 (37%),0/19 (0%),,,3.59,https://yenibeygir.com/at/101534/sancar-efesi,101534
10,TAKİPSİZ,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %42, on-grup %42, onde %0.",2/12 (17%) | 5/12 (42%) | 5/12 (42%) | 0/12 (0%),2/12 (17%),5/12 (42%),5/12 (42%),0/12 (0%),Nem,X,5.22,https://yenibeygir.com/at/103361/takipsiz,103361
11,GÜMÜŞBİKE,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %26, arka-grup %5, on-grup %58, onde %11.",5/19 (26%) | 1/19 (5%) | 11/19 (58%) | 2/19 (11%),5/19 (26%),1/19 (5%),11/19 (58%),2/19 (11%),,,1.89,https://yenibeygir.com/at/101722/gumusbike,101722
12,HANENKIZ,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %25, onde %75.",0/12 (0%) | 0/12 (0%) | 3/12 (25%) | 9/12 (75%),0/12 (0%),0/12 (0%),3/12 (25%),9/12 (75%),,,3.69,https://yenibeygir.com/at/102217/hanenkiz,102217
13,ZİNAMIN,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %38, on-grup %25, onde %12.",2/8 (25%) | 3/8 (38%) | 2/8 (25%) | 1/8 (12%),2/8 (25%),3/8 (38%),2/8 (25%),1/8 (12%),,,1.10,https://yenibeygir.com/at/102404/zinamin,102404
14,AVANOS EFESİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %29, arka-grup %29, on-grup %43, onde %0.",2/7 (29%) | 2/7 (29%) | 3/7 (43%) | 0/7 (0%),2/7 (29%),2/7 (29%),3/7 (43%),0/7 (0%),Isl,,1.35,https://yenibeygir.com/at/104634/avanos-efesi,104634
15,TAYKUTUN OĞLU,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/6 (0%) | 0/6 (0%) | 6/6 (100%) | 0/6 (0%),0/6 (0%),0/6 (0%),6/6 (100%),0/6 (0%),,,1.70,https://yenibeygir.com/at/102397/taykutun-oglu,102397
16,FIRTINA AKSU,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %17, on-grup %33, onde %17.",2/6 (33%) | 1/6 (17%) | 2/6 (33%) | 1/6 (17%),2/6 (33%),1/6 (17%),2/6 (33%),1/6 (17%),,,1.18,https://yenibeygir.com/at/103108/firtina-aksu,103108
17,UÇANOĞLU GÜÇLÜBEY,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",4/4 (100%) | 0/4 (0%) | 0/4 (0%) | 0/4 (0%),4/4 (100%),0/4 (0%),0/4 (0%),0/4 (0%),Nem,,4.51,https://yenibeygir.com/at/104560/ucanoglu-guclubey,104560
